Id,SalePrice
2010,104472.1741353233
1991,149432.1681079651
1411,175523.29956469042
1721,234494.71562995776
1144,189924.77828953174
593,227618.49550565126
575,290699.72089652356
1249,199094.9892518754
1604,128746.08044997106
1064,439211.8044668565
1923,173259.65388659693
1988,81737.90185339718
2325,170399.90800165982
114,208380.22404807687
2700,216240.11037671525
217,167801.2690492171
343,211347.27110630157
386,226365.486321824
2005,91220.95904742552
2908,135027.65900771436
1814,244769.66778740875
2446,496484.120564771
208,137913.99797188467
1679,113524.33167670351
822,319085.76958867203
6,198711.18762258827
1781,385266.3097641673
2397,278795.52300603956
2340,299758.8574042802
1618,158758.93956309246
2843,144695.08304034197
1061,352572.48169335374
2786,114798.4582640955
1935,120606.43830647404
1341,102102.87677419651
521,282599.42314747
2136,132710.73779919278
996,202470.44682557054
227,153900.76838325604
135,180507.71306423066
1167,171988.36093283998
294,241813.1545065469
1776,202985.1529853817
540,186242.40516446639
1717,198972.80011296636
2303,126086.4437459462
116,192512.9373335073
127,122213.5354786333
1371,126152.56096059378
1014,183402.31922895566
1507,74189.78121917094
702,161932.62052247915
750,155157.83830881485
261,148835.78462666526
1559,52316.18302086639
577,231407.82883087214
2812,203067.72147986141
2080,176932.85196493226
1368,112163.39772866013
2376,134160.80072595878
659,83334.22164404696
1235,128443.50356965829
332,62232.01286375652
1917,143007.7902441484
2094,251879.6263672171
1460,266330.2850062481
1471,222260.68908932357
1509,115417.80791419491
1922,130646.57341383686
433,449514.76644937124
460,258212.13010384684
1116,260766.315365295
1137,183793.76869300113
53,171921.45553234936
2354,265048.20668231876
1475,198974.40803740575
1761,517249.612595793
842,142643.91051531344
2739,203515.33192683966
2509,157460.11146290603
1007,196738.60581085368
2610,183861.14224827752
1952,64552.47899946601
2719,203299.03913828012
2921,77295.64152832134
1966,141330.2404487194
292,132832.92454135948
1204,214935.46052721317
1829,235727.2982524361
2419,182799.92664667353
391,163794.7134789721
798,125533.89375044289
481,192355.28067415755
193,193767.6519461679
555,114209.36268677462
899,49938.43262369657
2357,193530.81430529692
328,128050.8086504974
1356,105263.84601395568
1154,104213.43228394013
1730,165119.8918680388
2249,143982.7829294831
1119,279086.9840075774
2856,149279.02559285576
1394,142691.93779439124
2587,113069.11420083663
61,302008.2601461064
2661,203862.84621638944
2711,137169.37335395187
1147,191019.2797379815
757,114293.65297414342
2623,67506.59635159951
2378,146386.9164965342
1413,149199.2881179416
1722,219104.42553438753
1112,209093.30524819216
1623,199259.33563916569
1201,201067.89182503993
1513,85704.5766445727
957,430273.573972094
1171,279990.02237679623
1145,208201.41639948357
2726,253843.82785659388
703,151703.7374887094
760,76492.5445107047
1964,114547.34976875717
2512,187163.89100478074
159,185381.09925319185
1281,196232.49011919703
468,177260.04783614463
290,113770.76003663395
665,87475.6687551615
1463,253864.80815157783
1792,222487.21867645002
923,163780.60107838095
500,285028.27381465153
1408,176970.56224794037
331,52990.76843177914
170,138617.5581711633
2192,84420.42723656152
2571,338273.3250788206
2314,175341.3274335831
2647,80383.2098066756
422,396347.3516268544
2457,350102.46427254326
1838,195259.3081626464
2805,252278.386785049
1645,158038.90334236718
1711,285744.3914557077
2825,250846.0813081624
322,301814.07840188034
2103,263479.27740184474
342,137394.71924381822
600,103645.6567142707
488,187566.50536803104
1725,291877.60241090227
2246,283096.2000003534
2847,163278.14005197134
806,256127.7157002405
530,235592.31489950384
963,209480.37443050157
2678,67090.51198676752
171,64499.16654841397
2401,389235.0424627523
805,239013.44922646214
2259,250603.47331294484
1748,180701.4548810124
1361,159995.93595641892
1677,140262.461744042
1406,165338.0174113062
2322,239695.64309578866
688,182170.24479825632
143,159186.5671371551
804,221813.97921714612
1214,186083.57727041186
2828,152710.6473796283
1999,209980.79036206033
2467,189128.60630552185
2665,170599.82443205157
1538,327909.60445765953
398,111226.04215116914
2822,155619.3053729141
2157,151040.29760770279
1856,179577.65448795145
1269,86954.04611063487
2570,128347.46023392017
2320,237623.93784643104
1517,128738.25934991517
2304,111959.27753439217
1312,73875.76656290468
2012,138600.07935439522
506,231040.540241073
2865,204555.03667439963
2367,123349.85659766351
554,99414.47304481176
238,145888.5028146553
1954,103624.64809899607
2488,148333.92158466234
2291,72781.83105575263
1969,80397.94673530258
2725,170727.7190914055
1482,151376.10401370534
2763,212239.00962461592
503,265737.7369446697
1584,260854.07560396992
1531,153947.04238908575
2210,197192.0517961133
459,312080.6815408931
556,137232.73276335475
1347,154835.06185945508
1290,69695.18830731767
1388,95923.20018835158
1571,328622.00930817565
2754,198048.67693244765
765,142805.57197310234
2494,116881.20417378782
2870,225361.15769624186
7,217877.4262862357
1114,250249.3160670888
2418,277745.41115105315
291,137593.8990351162
18,333990.97051082214
39,340526.6856782151
1001,247736.205487755
2442,241075.6858711102
616,115350.01805890205
2680,43825.1835430832
1414,116481.19341561191
289,132357.57931415224
40,249433.6775712786
860,132133.18985014543
409,139910.59473151847
673,156908.03393933232
2427,166486.27035995573
2036,212229.83748033442
2564,145579.45313101192
642,194140.20548388752
1008,183172.59579891586
1908,176015.72731690985
2519,225939.80717971412
1369,75232.6660681667
2855,173264.9500447441
712,73198.35183835917
1943,88146.86172225591
1958,149662.0592675709
107,179218.83901056435
2295,236451.4772062818
704,101711.96015483086
676,128244.55917592066
259,187753.367107952
93,302438.4860716555
106,255692.21867986047
2315,188007.16164304182
1050,99454.46325024149
1095,209286.06256415258
2709,154348.8016010899
758,167184.3472298928
1496,155993.24494137248
2370,134764.62421039664
2458,291864.33362628974
2733,136486.63799865634
161,273533.4761235891
726,140636.042965496
845,214237.6632367995
947,264086.1302435192
2232,105265.35482232017
2563,166409.77192415227
2299,183444.85896703924
211,92403.02464727974
605,185207.56584321737
1478,203612.99391400418
2247,282086.71157442895
2274,239132.8899040083
2869,216010.85003507978
967,218914.454950008
2656,88281.5366381133
667,241203.4050360109
1042,139373.06476916483
2023,163916.17529219246
2447,374205.7778892547
2055,124154.1996193708
2275,265169.8832419358
2204,156992.20211204607
1563,269372.67443333566
483,222274.53596626167
796,130503.32117192764
1526,143981.24810461668
2042,175055.65986747015
442,327074.4252043356
1693,291708.6130360073
1468,232423.1776844665
1430,182501.58795311087
2605,187813.7480042731
1529,184329.56043492552
335,152538.98440162657
1287,116579.11625878749
31,111858.89719588695
1785,276075.4871691947
82,163278.8146846189
2620,132453.1804137848
252,193194.83201647294
721,36534.56401225814
2165,170235.85200777714
2316,187993.07251266408
775,122755.54823230588
1558,94402.35730696263
17,238025.45157831738
1022,262009.74721398466
925,106425.55287798836
438,269355.5472083921
1270,149171.82719229476
1272,121308.04550534804
215,151620.83171640334
266,233331.78222300988
2402,271790.2294573829
1250,135726.07844910782
1984,110892.64441730412
1279,139384.9829960764
377,265538.7429013024
1252,126751.90278570793
2156,288281.69862860447
499,340160.06373576005
1374,126635.96218502751
2898,264573.1004012463
401,107860.85032915704
2721,172500.9069788329
2078,241247.249196513
2589,117253.6621245308
1946,242105.4805678951
1334,107528.85856172645
2781,246506.63750703263
431,366424.9228935109
576,228171.0889166028
1474,220405.75727558724
2254,149824.74857988162
2155,305193.4902040894
885,75979.1273946906
643,141856.46182035818
1944,106190.08345877464
480,199241.34728110099
2845,85229.49513548799
2387,298073.0735069065
2407,195718.72449086665
2527,188627.13056412697
2514,141829.26270905667
629,194141.49844581942
80,206601.25330125302
1876,143686.7270872735
1546,112490.72495543586
2518,175546.18936081094
2347,172868.61425456087
783,205616.776633311
1322,38888.15605491525
194,60953.84358000969
1770,304203.51701660024
2143,128348.45503817924
1229,213348.0085031772
511,294232.303782563
46,218835.0425293467
1348,183457.333822821
2465,187091.32470104945
387,229667.2343273139
873,230871.07364669448
1918,128753.38683350937
2764,256929.2408858049
2184,112339.84711590523
934,148096.62146577775
1920,131654.2028668172
2631,172135.0633517791
1768,528947.2341307867
2040,92615.54415968047
1749,213978.81326221215
834,238674.18854161527
1457,233618.26709182814
79,136619.67439835906
2302,115950.06827109035
1817,128073.66462746901
2755,236901.37344920222
359,167906.1103389435
2059,108159.7930576851
2092,266179.13395265344
2516,236709.42019378132
150,112705.23154840052
1656,163128.68942858084
83,98066.29303312855
2411,171668.98692862652
795,54697.558038290284
2312,232238.8326410939
2917,76697.19179485459
1624,185464.0682736665
2215,289492.38068139914
1211,180657.47608829263
1485,151012.5523459837
1024,199236.2573192047
570,196043.45804632932
2874,139643.66870408293
700,166052.71587345278
2756,216730.0852728681
2022,180104.78728472858
583,252751.63242989976
2392,329313.5335294686
2424,185369.49683835957
212,133455.56909003458
736,111221.79247947657
1610,189010.91194449665
890,127133.85684986055
467,175856.05120667032
578,251419.62337176464
1747,191522.19910852276
1149,161278.39213105384
2758,255875.9687890707
857,112951.47937470098
2219,260851.1391827725
733,103302.05155015276
2909,110523.74555607434
1798,259845.91721170768
235,119449.56305466965
2366,135947.715058023
1027,129676.94416085599
1195,124820.62468779524
1303,-157.8763514617167
148,207196.08536409834
608,179819.1263780198
2515,206703.80812653774
821,261982.18771933173
2500,285417.47928263777
745,88947.75209501007
741,129854.9124199595
1611,146041.4130073401
2532,118305.96161195531
1081,226987.5587821599
1692,390642.0512086059
2520,204869.63667930194
276,111962.13585663136
1992,111340.39196910124
663,6078.340708644013
418,144949.02750882006
1733,177288.29611047774
2359,174853.3070689594
253,186996.90301099815
1518,168578.63174081445
2035,145625.38417719654
2919,63296.98895454865
1540,227195.92042718915
2120,139648.94240025003
1674,169857.53378903322
256,154424.08668671295
2361,80357.71059572713
978,65171.153329164765
2280,147483.58567334904
2095,234627.5745952065
1709,327687.18199057877
2801,263951.56280923064
1246,98441.95238251427
2373,115712.54307466024
1055,288203.79796682176
2017,114565.72298293136
1099,293717.13150544546
1344,56849.85944224107
835,194056.070375185
1117,211768.1111192424
2043,73726.31095926187
2085,119833.2315664257
410,156757.3578996823
2650,108093.82404616398
2867,162717.2546690123
1668,114323.62301080226
1161,162222.19773494694
2122,173156.58226106723
2539,152996.49020765186
1047,145878.3854345297
1445,111619.46230302914
541,121324.6796357382
569,207344.92631869606
1276,115235.91423168355
918,136883.4828329261
326,159879.89721980394
1936,107997.63059495673
895,83119.72205969736
257,149675.27219081987
1241,222044.92137970775
1545,110496.60264773316
1189,175111.22059029186
270,147281.33583097407
2066,234144.405040521
693,93311.30729198946
1259,155238.9457531729
2916,157204.02793479743
2321,271394.00150194444
1977,116705.78953435303
1895,155134.34265909228
1240,171641.22786063253
85,158658.75037401263
1823,128533.4608015253
825,313533.5524527461
110,240616.54301022313
697,99820.25248677199
2297,102781.61897602316
1231,142155.77574555913
1355,125568.71775474475
968,340500.01836365846
584,233674.21888349025
1315,102417.50655161952
1606,133644.75492346886
206,113527.3795960174
1685,325014.6645301955
2016,121410.97273290358
869,207476.2366603009
2135,126936.2086735339
2346,196090.8710324917
2430,233424.05508977285
2198,75283.45967704756
2652,121375.88805532668
27,115891.22643150976
241,166268.47483251707
906,133014.44206134375
1506,83220.42903738905
2098,355671.65886489087
1435,234275.68320010626
2213,115299.77411211177
1274,146416.8075007488
743,5820.255424768111
1737,190086.42731813874
2797,292076.80337416066
2185,63342.85938780462
58,169003.9400251544
830,207497.76883509272
808,118430.66697390495
680,155731.61122345828
1153,122965.00273847385
1291,122942.23516210951
1818,169245.00596942074
2161,181638.78985641763
1883,118686.46385284647
350,342221.0150766865
2473,142035.17478568153
295,192502.413428742
293,193070.30175112755
859,119362.06582364682
288,43883.23322450588
1578,129725.84476034131
102,194158.68239080688
2831,168495.01916059092
1030,177190.6391685437
2551,147203.58536091069
1286,126478.6753251535
958,303769.38662295777
776,128083.03972464093
72,224571.5174556315
2263,246319.45623337463
1866,157784.1503637363
2876,49263.665227746445
2146,258799.04732784675
103,179715.8959707777
1500,150086.81431965673
492,181058.5118518947
167,135791.65558817022
2597,101998.1177852645
2685,96805.4601857612
1035,156031.32105046214
1220,17369.030918999866
2602,148961.73276191158
2159,210198.01939323914
695,173426.7092691154
1109,281041.9724267263
640,220294.04621600953
1652,154877.0029397785
2090,209615.8732085434
1188,202560.71099759036
2345,246662.18854277182
1059,387909.4274667163
2751,234201.0200052319
128,216525.47439967014
1523,186327.2835982515
2925,199107.84007093476
2145,317584.6918816987
1121,222691.16954330646
566,281719.9727942225
565,227645.57736598823
1331,131707.34402125806
2928,115591.9404477061
156,132975.78275822892
797,143967.5157040226
327,83607.90854752135
2859,148408.07693107743
1453,112386.21863773858
1762,351878.71107119764
1868,211605.21951096787
1760,187712.91352170217
1113,251779.74100826826
1812,187218.82305189158
117,167949.5402777968
1142,233932.90919640672
2342,356001.3468762861
927,126735.84808373947
2478,196429.4217074913
655,52865.0638205797
2064,106409.1708708849
369,254225.29720033047
2239,116876.90858939153
2732,211603.4323594318
1653,181852.9998619669
959,213341.15041162755
2395,309836.5658607974
1412,112197.32324907147
271,260000.02466238855
1484,152337.65059335018
1497,146506.73558683594
552,172915.4472293484
2,129142.69593576173
1855,319908.85318721924
4,271019.41087954363
2292,161732.1385097657
134,149279.19527222338
646,101433.56716416338
42,297464.5455985549
532,234310.85844063776
713,71872.3273002363
2561,147091.34394711247
2360,125472.15734713184
1333,110350.49626561624
1407,220288.53578593588
2892,303606.43119232776
574,238038.8906413626
1227,190698.30096703352
2591,236417.53202533632
1476,232765.67873075392
1125,269656.59301692405
1446,132827.68537186756
408,117474.78702203976
1101,300169.5008440659
2251,188727.95116425256
373,222646.0673697883
2554,112496.46533959995
2382,260360.6015519639
1985,62353.86851930099
519,241577.01602996484
1093,198488.51636776293
864,258165.33888067317
2889,166621.03913873248
2308,209795.31886880563
986,161922.35771177764
1302,158978.58265520312
585,171381.96505496866
2708,150118.27744895406
147,149742.45073870305
1441,241831.43205093217
383,177891.106751802
285,163405.77205783658
181,101371.85032824198
358,165164.20794721338
780,173465.84977577766
258,195738.55640417227
1865,257586.09387913445
692,117252.60057360707
2902,332597.4960650713
508,265134.665084079
2638,157329.04954889452
36,151450.3296354868
611,179585.26045561975
2281,134436.76031185547
1678,127913.67559974121
1696,409100.08403940574
1557,51465.10167383251
2180,153700.53932110834
1726,214137.66536360153
951,161291.79061482853
267,235382.22388403383
2706,135478.3924109843
2221,233803.86916513392
1357,168916.96483914007
2901,315312.1198752929
347,187202.05181515592
2164,200736.0657194163
1586,309491.78680882894
360,154709.13341824998
1769,251427.98776451603
2617,163719.97829333702
1879,160573.01684592216
991,217976.65124733106
1535,107352.7223124079
1191,158508.30952166836
1579,201037.81125330616
1882,127163.09065819843
1510,111273.80594430499
2196,216758.03624673194
1845,174414.33667230836
2336,342750.55285772984
942,88176.3820484539
861,113303.97315780346
2555,95117.55702993518
1392,178889.4502603421
2099,263706.1947411781
1543,135353.512887873
948,281452.07978013624
1239,170008.1773116123
22,204736.63715886787
2796,251666.1086474337
2747,191798.48858770344
92,297899.82094024844
210,191898.70999582432
1858,225987.57559207175
2228,192080.02965771235
447,219551.08270366048
827,259383.35599326214
1649,244130.60519892952
682,134847.26444928098
2698,119827.77002539502
494,166811.50593017353
214,89532.2140950943
2441,236668.856398157
2679,101746.28743502415
1336,92553.58656945845
465,181640.49009605224
1524,140801.485852829
2543,120191.91192454571
631,150601.78213316624
2452,301440.49640475673
228,168473.79344142217
126,199965.82831804498
1092,224326.32207132794
1122,197153.08073087235
932,244209.6920008159
1980,56991.370369091776
2171,111332.02906222074
551,152039.15840605792
2768,192705.0736614484
2056,109498.7092802643
1159,363170.58881146926
2645,119314.18588834064
1174,182770.8304636024
2266,226613.18058518713
2462,378236.19977875
1219,129969.45293462145
2922,212891.06789677212
118,163050.3678575174
474,170654.1730325737
2576,173970.65724337584
872,290157.7451302813
1077,215969.84176639892
1536,155117.30707667512
1150,123925.95118127359
2341,306290.6207447943
1931,119254.941593733
2785,120812.23386092897
2538,132155.81841541114
597,240824.20437565772
464,196119.36340854876
233,242789.04026176987
2169,152147.48673634932
2123,165857.46907081438
1867,200905.6884983317
137,281568.4818733009
515,242443.30690966637
933,128745.13451634458
2784,179415.3337597351
972,186723.99160542383
599,156868.87580176015
2614,135479.51882359548
2582,140797.21499468747
1409,167028.56919877706
175,77402.57272915928
352,228278.43848495465
976,65338.42198367308
2134,202095.55431527414
984,100985.21807345621
2396,337814.97527579044
1673,159056.89879336438
404,142138.81609754174
607,165796.6058872101
814,182808.32173821126
868,196369.21826714152
2271,180868.15396121057
1633,239557.2847608546
337,193420.2560497007
2765,211285.2992033046
1746,265720.773947548
368,301749.3821668659
2806,219922.70825101322
1662,210296.2125359502
1234,226246.1101255186
1373,130132.14811642689
1672,100003.74792788083
1939,133062.27143393926
